album,album_id,album_link,artist,rating,rev_date,reviewer,year
Moon,18948,http://www.pitchfork.com/reviews/albums/18948-snowbird-snow/,Snowbird,6.9,"February 3, 2014",Ned Raggett,2014
Benji,18860,http://www.pitchfork.com/reviews/albums/18860-sun-kil-moon-benji/,Sun Kil Moon,9.2,"February 3, 2014",Ian Cohen,2014
Past Life,18910,http://www.pitchfork.com/reviews/albums/18910-lost-in-the-trees-past-life/,Lost in the Trees,7,"February 3, 2014",Brian Howe,2014
The Age of Fracture,18869,http://www.pitchfork.com/reviews/albums/18869-cymbals-the-age-of-fracture/,CYMBALS,7.1,"February 3, 2014",Jeremy Gordon,2014
Piano Nights,18870,http://www.pitchfork.com/reviews/albums/18870-bohren-der-club-of-gore-piano-nights/,Bohren & Der Club of Gore,7.3,"February 3, 2014",Mike Powell,2014
Wonderland,18915,http://www.pitchfork.com/reviews/albums/18915-ceo-wonderland/,CEO,7.5,"January 31, 2014",Marc Hogan,2014
Electronic Works 1976-1977,18967,http://www.pitchfork.com/reviews/albums/18967-david-first-electronic-works-1976-1977/,David First,7,"January 31, 2014",Marc Masters,2014
Rooms With Walls and Windows,18928,http://www.pitchfork.com/reviews/albums/18928-julie-byrne-rooms-with-walls-and-windows/,Julie Byrne,7.4,"January 31, 2014",Jayson Greene,2014
Beach House EP,18964,http://www.pitchfork.com/reviews/albums/18964-ty-dolla-ign-beach-house-ep/,Ty Dolla $ign,7.6,"January 31, 2014",Craig Jenkins,2014
Too Much Information,18908,http://www.pitchfork.com/reviews/albums/18908-maximo-park-too-much-information/,Maximo Park,6.1,"January 31, 2014",Jeremy Gordon,2014
Held In Splendor,18903,http://www.pitchfork.com/reviews/albums/18903-quilt-held-in-splendor/,Quilt,7,"January 30, 2014",Steven Hyden,2014
No Depression: Legacy Edition,18940,http://www.pitchfork.com/reviews/albums/18940-uncle-tupelo-no-depression-legacy-edition/,Uncle Tupelo,8.4,"January 30, 2014",Amanda Petrusich,2014
Radio Niger,18973,http://www.pitchfork.com/reviews/albums/18973-radio-niger/,Various Artists,7.3,"January 30, 2014",Joe Tangari,2014
Winter's Diary 2,18979,http://www.pitchfork.com/reviews/albums/18979-tink-winters-diary-2/,Tink,7.6,"January 30, 2014",Kyle Kramer,2014
Native State,18942,http://www.pitchfork.com/reviews/albums/18942-jess-williamson-native-state/,Jess Williamson,7.4,"January 30, 2014",Lindsay Zoladz,2014
The Green EP,18944,http://www.pitchfork.com/reviews/albums/18944-bibio-the-green-ep/,Bibio,6,"January 29, 2014",Brian Howe,2014
Nixon,18826,http://www.pitchfork.com/reviews/albums/18826-lambchop-nixon/,Lambchop,8.3,"January 29, 2014",Mike Powell,2014
In Roses,18943,http://www.pitchfork.com/reviews/albums/18943-gem-club-in-roses/,Gem Club,7.1,"January 29, 2014",Jamieson Cox,2014
Drained of Connotation,18950,http://www.pitchfork.com/reviews/albums/18950-stefan-jaworzyn-drained-of-connotation/,Stefan Jaworzyn,6.5,"January 29, 2014",Marc Masters,2014
Divine Ecstasy,18937,http://www.pitchfork.com/reviews/albums/18937-supreme-cuts-divine-ecstasy/,Supreme Cuts,4.2,"January 29, 2014",Jordan Sargent,2014
INNOCENCE,18906,http://www.pitchfork.com/reviews/albums/18906-pontiak-innocence/,Pontiak,6,"January 28, 2014",Paul Thompson,2014
Wedding Bells EP,18953,http://www.pitchfork.com/reviews/albums/18953-cashmere-cat-wedding-bells-ep/,Cashmere Cat,5.9,"January 28, 2014",Nate Patrin,2014
20th Adversary of Emptiness,18966,http://www.pitchfork.com/reviews/albums/18966-demilich-20th-adversary-of-emptiness/,Demilich,8,"January 28, 2014",Hank Shteamer,2014
Thirtysixtwentyfive,18968,http://www.pitchfork.com/reviews/albums/18968-four-tet-thirtysixtwentyfive-misnomer-glasshead-dialogue/,Four Tet,6,"January 28, 2014",Nick Neyland,2014
Ghettoville,18946,http://www.pitchfork.com/reviews/albums/18946-actress-ghettoville/,Actress,6.7,"January 28, 2014",Andrew Gaerig,2014
Too True,18912,http://www.pitchfork.com/reviews/albums/18912-dum-dum-girls-too-true/,Dum Dum Girls,7.4,"January 27, 2014",Jayson Greene,2014
Trouble,18905,http://www.pitchfork.com/reviews/albums/18905-hospitality-trouble/,Hospitality,7.5,"January 27, 2014",Jillian Mapes,2014
Morgan Delt,18904,http://www.pitchfork.com/reviews/albums/18904-morgan-delt-morgan-delt/,Morgan Delt,7.6,"January 27, 2014",Jeremy Gordon,2014
Malleus Maleficarum,18975,http://www.pitchfork.com/reviews/albums/18975-argentinum-astrum-malleus-maleficarum/,Argentinum Astrum,6.5,"January 27, 2014",Kim Kelly,2014
Come to Life,18933,http://www.pitchfork.com/reviews/albums/18933-cities-aviv-come-to-life/,Cities Aviv,7.3,"January 27, 2014",David Turner,2014
Abandoned Apartments,18898,http://www.pitchfork.com/reviews/albums/18898-jeremy-jay-abandoned-apartments/,Jeremy Jay,5.5,"January 24, 2014",Jayson Greene,2014
Transgender Dysphoria Blues,18902,http://www.pitchfork.com/reviews/albums/18902-against-me-transgender-dysphoria-blues/,Against Me!,7.5,"January 24, 2014",Jeremy D. Larson,2014
Where Shine New Lights,18918,http://www.pitchfork.com/reviews/albums/18918-tara-jane-oneil-where-shine-new-lights/,Tara Jane O'Neil,7.9,"January 24, 2014",Paul Thompson,2014
Lord Steppington,18952,http://www.pitchfork.com/reviews/albums/18952-step-brothers-lord-steppington/,Step Brothers,7.3,"January 24, 2014",Jonah Bromwich,2014
Drowners,18868,http://www.pitchfork.com/reviews/albums/18868-drowners-drowners/,Drowners,5.8,"January 24, 2014",Ian Cohen,2014
From All Purity,18827,http://www.pitchfork.com/reviews/albums/18827-indian-from-all-purity/,Indian,8.2,"January 23, 2014",Grayson Haver Currin,2014
Michael Lee Yonkers,18931,http://www.pitchfork.com/reviews/albums/18931-michael-yonkers-jim-woehrle-michael-lee-yonkers-borders-of-my-mind/,Michael Yonkers,6.1,"January 23, 2014",Jason Heller,2014
Brothers and Sisters of the Eternal Son,18926,http://www.pitchfork.com/reviews/albums/18926-damien-jurado-brothers-and-sisters-of-the-eternal-son/,Damien Jurado,7.6,"January 23, 2014",Joel Oliphint,2014
Have Fun With God,18866,http://www.pitchfork.com/reviews/albums/18866-bill-callahan-have-fun-with-god/,Bill Callahan,7.3,"January 23, 2014",Mark Richardson,2014
Spaces,18949,http://www.pitchfork.com/reviews/albums/18949-nils-frahm-spaces/,Nils Frahm,7.8,"January 23, 2014",Nick Neyland,2014
Warpaint,18892,http://www.pitchfork.com/reviews/albums/18892-warpaint-warpaint/,Warpaint,5.7,"January 22, 2014",Ian Cohen,2014
Light Show,18900,http://www.pitchfork.com/reviews/albums/18900-jack-name-light-show/,Jack Name,7,"January 22, 2014",Evan Minsker,2014
Sanctuary: The Complete Discography,18897,http://www.pitchfork.com/reviews/albums/18897-vex-sanctuary-the-complete-discography/,Vex,7.4,"January 22, 2014",Jason Heller,2014
Shy Boys,18917,http://www.pitchfork.com/reviews/albums/18917-shy-boys-shy-boys/,Shy Boys,7.1,"January 22, 2014",Paul Thompson,2014
Tuck Box,18793,http://www.pitchfork.com/reviews/albums/18793-nick-drake-tuck-box/,Nick Drake,8.5,"January 22, 2014",Jayson Greene,2014
Post Tropical,18895,http://www.pitchfork.com/reviews/albums/18895-james-vincent-mcmorrow-post-tropical/,James Vincent McMorrow,7.1,"January 21, 2014",Kyle Kramer,2014
Fuck Off Get Free We Pour Light on Everything,18855,http://www.pitchfork.com/reviews/albums/18855-thee-silver-mt-zion-memorial-orchestra-fuck-off-get-free-we-pour-light-on-everything/,Thee Silver Mt. Zion Memorial Orchestra,8,"January 21, 2014",Stuart Berman,2014
Strong Feelings,18853,http://www.pitchfork.com/reviews/albums/18853-doug-paisley-strong-feelings/,Doug Paisley,7.5,"January 21, 2014",Steven Hyden,2014
Edges,18883,http://www.pitchfork.com/reviews/albums/18883-graze-edges/,Graze,7.2,"January 21, 2014",Tim Finney,2014
Shelter,18901,http://www.pitchfork.com/reviews/albums/18901-alcest-shelter/,Alcest,6.6,"January 21, 2014",Jason Heller,2014
The Invention of Animals,18865,http://www.pitchfork.com/reviews/albums/18865-the-john-lurie-national-orchestra-the-invention-of-animals/,The John Lurie National Orchestra,7.5,"January 20, 2014",Marc Masters,2014
Fabriclive 73,18893,http://www.pitchfork.com/reviews/albums/18893-pangaea-fabriclive-73/,Pangaea,7.7,"January 20, 2014",Gabriel Szatan,2014
Gay Disco,18920,http://www.pitchfork.com/reviews/albums/18920-guerilla-toss-gay-disco/,Guerilla Toss,6,"January 20, 2014",Zach Kelly,2014
Rave Tapes,18896,http://www.pitchfork.com/reviews/albums/18896-mogwai-rave-tapes/,Mogwai,6,"January 20, 2014",Nick Neyland,2014
Killed by Deathrock: Vol. 1,18856,http://www.pitchfork.com/reviews/albums/18856-killed-by-deathrock-vol-1/,Various Artists,8,"January 20, 2014",Andrew Ryce,2014
Has God Seen My Shadow?: An Anthology 1989-2011,18852,http://www.pitchfork.com/reviews/albums/18852-mark-lanegan-has-god-seen-my-shadow-an-anthology-1989-2011/,Mark Lanegan,7.5,"January 17, 2014",Stuart Berman,2014
Bad Debt,18834,http://www.pitchfork.com/reviews/albums/18834-hiss-golden-messenger-bad-debt/,Hiss Golden Messenger,8.2,"January 17, 2014",Stephen M. Deusner,2014
Alternate / Endings,18894,http://www.pitchfork.com/reviews/albums/18894-lee-bannon-alternate-endings/,Lee Bannon,6.8,"January 17, 2014",Andrew Gaerig,2014
Chiaroscuro,18854,http://www.pitchfork.com/reviews/albums/18854-i-break-horses-chiaroscuro/,I Break Horses,5.9,"January 17, 2014",Ian Cohen,2014
Eighteen Hours of Static,18887,http://www.pitchfork.com/reviews/albums/18887-big-ups-eighteen-hours-of-static/,Big Ups,7,"January 17, 2014",Paul Thompson,2014
Keep Doing What You're Doing,18891,http://www.pitchfork.com/reviews/albums/18891-you-blew-it-keep-doing-what-youre-doing/,You Blew It!,7.6,"January 16, 2014",Steven Hyden,2014
White Light/White Heat,18770,http://www.pitchfork.com/reviews/albums/18770-the-velvet-underground-white-lightwhite-heat/,The Velvet Underground,10,"January 16, 2014",Douglas Wolk,2014
Mr. Jones EP,18832,http://www.pitchfork.com/reviews/albums/18832-nina-kraviz-nina-kravitz/,Nina Kraviz,4.5,"January 16, 2014",Gabriel Szatan,2014
Audion X,18899,http://www.pitchfork.com/reviews/albums/18899-audion-audion-x/,Audion,7.1,"January 16, 2014",Andrew Gaerig,2014
The State vs. Rodric Davis II: The Caged Bird Sings,18847,http://www.pitchfork.com/reviews/albums/18847-gucci-mane-the-state-vs-rodric-davis-the-caged-bird-sings/,Gucci Mane,5.6,"January 16, 2014",Corban Goble,2014
Broken Swenglish Vol. 1 EP,18846,http://www.pitchfork.com/reviews/albums/18846-peter-moren-broken-swenglish-vol-1-ep/,Peter MorÌ©n,5.8,"January 15, 2014",Jeremy D. Larson,2014
Cartography for Beginners: A Best of the Lucksmiths,18842,http://www.pitchfork.com/reviews/albums/18842-the-lucksmiths-cartography-for-beginners-a-best-of-the-lucksmiths/,The Lucksmiths,7.4,"January 15, 2014",Douglas Wolk,2014
The Soul Tape 3,18885,http://www.pitchfork.com/reviews/albums/18885-fabolous-the-soul-tape-3/,Fabolous,6.2,"January 15, 2014",Zach Kelly,2014
Give the People What They Want,18835,http://www.pitchfork.com/reviews/albums/18835-sharon-jones-and-the-dap-kings-give-the-people-what-they-want/,Sharon Jones and the Dap-Kings,7.7,"January 15, 2014",Nate Patrin,2014
Not O.K.,18884,http://www.pitchfork.com/reviews/albums/18884-kool-ad-not-ok/,Kool A.D.,6.6,"January 15, 2014",Ian Cohen,2014
Settle: The Remixes,18890,http://www.pitchfork.com/reviews/albums/18890-disclosure-settle-the-remixes/,Disclosure,5.9,"January 14, 2014",Jordan Sargent,2014
Iller Than Most,18882,http://www.pitchfork.com/reviews/albums/18882-del-the-funky-homosapien-iller-than-most/,Del Tha Funkee Homosapien,7.4,"January 14, 2014",Nate Patrin,2014
Forever,18848,http://www.pitchfork.com/reviews/albums/18848-painted-palms-forever/,Painted Palms,5.7,"January 14, 2014",Paul Thompson,2014
The Shaw Tapes: Live in Detroit 5/27/88,18877,http://www.pitchfork.com/reviews/albums/18877-the-gories-the-shaw-tapes-live-in-detroit-52788/,The Gories,7,"January 14, 2014",Jason Heller,2014
Enter,18886,http://www.pitchfork.com/reviews/albums/18886-cybotron-enter/,Cybotron,8.7,"January 14, 2014",Miles Raymer,2014
Early Live Recordings,18837,http://www.pitchfork.com/reviews/albums/18837-ariel-pink-early-live-recordings/,Ariel Pink,4.4,"January 13, 2014",Andy Beta,2014
High Hopes,18833,http://www.pitchfork.com/reviews/albums/18833-bruce-springsteen-high-hopes/,Bruce Springsteen,4,"January 13, 2014",Stephen M. Deusner,2014
Marci Beaucoup,18879,http://www.pitchfork.com/reviews/albums/18879-roc-marciano-marci-beaucoup/,Roc Marciano,6.8,"January 13, 2014",Renato Pagnani,2014
Until the Colours Run,18850,http://www.pitchfork.com/reviews/albums/18850-lanterns-on-the-lake-until-the-colours-run/,Lanterns on the Lake,6.2,"January 13, 2014",Ian Cohen,2014
Grassed Inn,18849,http://www.pitchfork.com/reviews/albums/18849-blank-realm-grassed-inn/,Blank Realm,8,"January 13, 2014",Marc Masters,2014
Try Me,18873,http://www.pitchfork.com/reviews/albums/18873-self-defense-family-try-me/,Self Defense Family,7.2,"January 10, 2014",Jason Heller,2014
Battlefields Forever,18809,http://www.pitchfork.com/reviews/albums/18809-big-business-battlefields-forever/,Big Business,8,"January 10, 2014",Grayson Haver Currin,2014
Terminal Teen Age,18829,http://www.pitchfork.com/reviews/albums/18829-sick-thoughts-terminal-teen-age/,Sick Thoughts,7.7,"January 10, 2014",Evan Minsker,2014
EP-2,18875,http://www.pitchfork.com/reviews/albums/18875-pixies-ep-2/,Pixies,2,"January 10, 2014",Jayson Greene,2014
Dirty Gold,18876,http://www.pitchfork.com/reviews/albums/18876-angel-haze-dirty-gold/,Angel Haze,5.9,"January 10, 2014",Lindsay Zoladz,2014
The Abstract And The Dragon,18840,http://www.pitchfork.com/reviews/albums/18840-busta-rhymes-q-tip-the-abstract-and-the-dragon/,Busta Rhymes / Q-Tip,6.6,"January 9, 2014",Craig Jenkins,2014
Dell‰ÛªUniverso Assente,18845,http://www.pitchfork.com/reviews/albums/18845-luciano-cilio-delluniverso-assente/,Luciano Cilio,8.4,"January 9, 2014",Andy Beta,2014
River of Souls,18841,http://www.pitchfork.com/reviews/albums/18841-magic-trick-river-of-souls/,Magic Trick,6.3,"January 9, 2014",Evan Minsker,2014
Dr. Stokley,18872,http://www.pitchfork.com/reviews/albums/18872-dudley-perkins-dr-stokley/,Dudley Perkins,5.8,"January 9, 2014",Jonah Bromwich,2014
Spezmodia EP,18823,http://www.pitchfork.com/reviews/albums/18823-mouse-on-mars-spezmodia-ep/,Mouse on Mars,7.9,"January 9, 2014",Larry Fitzmaurice,2014
Drilluminati 2,18831,http://www.pitchfork.com/reviews/albums/18831-king-louie-drilluminati-2/,King L,6.7,"January 8, 2014",Jordan Sargent,2014
Instrumental Tape 3,18830,http://www.pitchfork.com/reviews/albums/18830-clams-casino-instrumental-tape-3/,Clams Casino,7.2,"January 8, 2014",Larry Fitzmaurice,2014
Wind In Lonely Fences 1970 - 2011,18889,http://www.pitchfork.com/reviews/albums/18889-harold-budd-wind-in-lonely-fences-1970-2011/,Harold Budd,7.8,"January 8, 2014",Mike Powell,2014
Clapper Is Still,18880,http://www.pitchfork.com/reviews/albums/18880-way-through-clapper-is-still/,Way Through,7.4,"January 8, 2014",Sam Hockley-Smith,2014
The Ancient Tonalities Of‰Û_,18819,http://www.pitchfork.com/reviews/albums/18819-ukkonen-the-ancient-tonalities-of/,Ukkonen,6.9,"January 8, 2014",Gabriel Szatan,2014
Wig Out at Jagbags,18822,http://www.pitchfork.com/reviews/albums/18822-stephen-malkmus-and-the-jicks-wig-out-at-jagbags/,Stephen Malkmus and the Jicks,7,"January 7, 2014",Mike Powell,2014
Justus KÌ_hncke & the Wonderful Frequency Band,18722,http://www.pitchfork.com/reviews/albums/18722-justus-kohncke-justus-kohncke-the-wonderful-frequency-band/,Justus KÌ_hncke,6.5,"January 7, 2014",Mark Pytlik,2014
Retrieval,18794,http://www.pitchfork.com/reviews/albums/18794-barnett-coloccia-retrieval/,Barnett + Coloccia,6.8,"January 7, 2014",Grayson Haver Currin,2014
There‰Ûªs A Dream I‰Ûªve Been Saving: Lee Hazlewood Industries 1966‰ÛÒ1971,18825,http://www.pitchfork.com/reviews/albums/18825-theres-a-dream-ive-been-saving-lee-hazlewood-industries-19661971/,Various Artists,7.8,"January 7, 2014",Jason Heller,2014
L.I.E.S. Presents: Music for Shut-Ins,18839,http://www.pitchfork.com/reviews/albums/18839-lies-presents-music-for-shut-ins/,Various Artists,7.8,"January 7, 2014",Larry Fitzmaurice,2014
"The Block Brochure: Welcome To the Soil, Pt. 4, 5, & 6",18843,http://www.pitchfork.com/reviews/albums/18843-e-40-the-block-brochure-welcome-to-the-soil-pt-4-5-6/,E-40,7.5,"January 6, 2014",Jayson Greene,2014
BeyoncÌ©,18821,http://www.pitchfork.com/reviews/albums/18821-beyonce-beyonce/,BeyoncÌ©,8.8,"January 6, 2014",Carrie Battan,2014
Hallelujah All the Way Home,18838,http://www.pitchfork.com/reviews/albums/18838-the-verlaines-hallelujah-all-the-way-home-juvenilia/,The Verlaines,7.6,"January 6, 2014",Nick Neyland,2014
Journey of the Deep Sea Dweller IV,18813,http://www.pitchfork.com/reviews/albums/18813-drexciya-journey-of-the-deep-sea-dweller-iv/,Drexciya,7.9,"January 6, 2014",Andy Beta,2014
A Fallen Empire,18818,http://www.pitchfork.com/reviews/albums/18818-kerridge-a-fallen-empire/,Kerridge,6.7,"January 6, 2014",Nick Neyland,2014
BOOT!,18735,http://www.pitchfork.com/reviews/albums/18735-the-thing-boot/,The Thing,7.7,"December 13, 2013",Aaron Leitko,2013
Rival Dealer EP,18820,http://www.pitchfork.com/reviews/albums/18820-burial-rival-dealer-ep/,Burial,9,"December 13, 2013",Larry Fitzmaurice,2013
SaÌ¢da Bonaire,18804,http://www.pitchfork.com/reviews/albums/18804-saada-bonaire-saada-bonaire/,SaÌ¢da Bonaire,7.4,"December 13, 2013",Andy Beta,2013
Fair,18789,http://www.pitchfork.com/reviews/albums/18789-bryce-hackford-fair/,Bryce Hackford,7,"December 13, 2013",Nick Neyland,2013
The First And Last Days Of Unwelcome,18705,http://www.pitchfork.com/reviews/albums/18705-lumbar-the-first-and-last-days-of-unwelcome/,Lumbar,7.7,"December 13, 2013",Grayson Currin,2013
The Love Champion,18805,http://www.pitchfork.com/reviews/albums/18805-ian-isiah-the-love-champion/,Ian Isiah,6.6,"December 12, 2013",Andrew Ryce,2013
Patricidal Lust,18765,http://www.pitchfork.com/reviews/albums/18765-vastum-patricidal-lust/,Vastum,7.9,"December 12, 2013",Andy O'Connor,2013
Blue Rider,18807,http://www.pitchfork.com/reviews/albums/18807-blue-rider/,Zachary Cale,7.9,"December 12, 2013",Jayson Greene,2013
because the internet,18817,http://www.pitchfork.com/reviews/albums/18817-childish-gambino-because-the-internet/,Childish Gambino,5.8,"December 12, 2013",Craig Jenkins,2013
Remainderer EP,18816,http://www.pitchfork.com/reviews/albums/18816-the-fall-remainderer-ep/,The Fall,6.9,"December 12, 2013",Stuart Berman,2013
Live at the Cellar Door,18757,http://www.pitchfork.com/reviews/albums/18757-neil-young-live-at-the-cellar-door/,Neil Young,7.7,"December 11, 2013",Rob Mitchum,2013
School Daze,18773,http://www.pitchfork.com/reviews/albums/18773-patrick-cowley-school-daze/,Patrick Cowley,8.3,"December 11, 2013",Tim Finney,2013
Spit,18780,http://www.pitchfork.com/reviews/albums/18780-ron-morelli-spit/,Ron Morelli,6.2,"December 11, 2013",Andrew Gaerig,2013
Omen Ex Simulacra,18776,http://www.pitchfork.com/reviews/albums/18776-vangelist-omen-ex-simulacra/,Ì vangelist,7,"December 11, 2013",Kim Kelly,2013
Nina,18762,http://www.pitchfork.com/reviews/albums/18762-xiu-xiu-nina/,Xiu Xiu,4.7,"December 11, 2013",Mark Richardson,2013
I Heard The Angels Singing: Electrifying Black Gospel,18810,http://www.pitchfork.com/reviews/albums/18810-i-heard-the-angels-singing-electrifying-black-gospel/,Various Artists,8.1,"December 10, 2013",Jason Heller,2013
